registration_number,production_line,iata_type,model_name,model_code,icao_code_hex,iata_code_short,construction_number,test_registration_number,rollout_date,first_flight_date,delivery_date,registration_date,line_number,plane_series,airline_iata_code,airline_icao_code,plane_owner,engines_count,engines_type,plane_age,plane_status,plane_class
EI-EVB,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9C2,73H,34982,null,2011-12-07T23:00:00.000Z,2011-12-14T23:00:00.000Z,2012-01-26T23:00:00.000Z,2012-01-26T23:00:00.000Z,3886,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVC,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9C3,73H,40286,null,2012-01-03T23:00:00.000Z,2012-01-10T23:00:00.000Z,2012-01-26T23:00:00.000Z,2012-01-26T23:00:00.000Z,3905,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVD,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9C4,73H,40287,null,2012-01-05T23:00:00.000Z,2012-01-20T23:00:00.000Z,2012-01-29T23:00:00.000Z,2012-01-29T23:00:00.000Z,3908,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVE,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9CC,73H,35035,null,2012-01-16T23:00:00.000Z,2012-01-27T23:00:00.000Z,2012-02-07T23:00:00.000Z,2012-02-07T23:00:00.000Z,3920,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVF,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9CD,73H,40291,null,2012-01-28T23:00:00.000Z,2012-02-01T23:00:00.000Z,2012-02-12T23:00:00.000Z,2012-02-12T23:00:00.000Z,3926,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVG,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9CF,73H,40292,null,2012-01-23T23:00:00.000Z,2012-02-01T23:00:00.000Z,2012-02-14T23:00:00.000Z,2012-02-14T23:00:00.000Z,3928,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVH,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9D0,73H,40290,null,2012-01-31T23:00:00.000Z,2012-02-22T23:00:00.000Z,2012-02-22T23:00:00.000Z,2012-02-22T23:00:00.000Z,3938,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVI,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9D1,73H,38502,null,2012-02-06T23:00:00.000Z,2012-02-13T23:00:00.000Z,2012-02-29T23:00:00.000Z,2012-02-29T23:00:00.000Z,3945,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVJ,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9D2,73H,38501,null,2012-02-13T23:00:00.000Z,2012-02-20T23:00:00.000Z,2012-03-06T23:00:00.000Z,2012-03-06T23:00:00.000Z,3953,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVK,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9D3,73H,40298,null,2012-02-16T23:00:00.000Z,2012-02-23T23:00:00.000Z,2012-03-12T23:00:00.000Z,2012-03-12T23:00:00.000Z,3958,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVL,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9D4,73H,40299,null,2012-02-29T23:00:00.000Z,2012-03-11T23:00:00.000Z,2012-03-22T23:00:00.000Z,2012-03-22T23:00:00.000Z,3974,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVM,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9EA,73H,40296,null,2012-03-08T23:00:00.000Z,2012-03-15T23:00:00.000Z,2012-04-01T22:00:00.000Z,2012-04-01T22:00:00.000Z,3983,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVN,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9EB,73H,40294,null,2012-03-15T23:00:00.000Z,2012-03-22T23:00:00.000Z,2012-04-04T22:00:00.000Z,2012-04-04T22:00:00.000Z,3992,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVO,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9EC,73H,40297,null,2012-04-01T22:00:00.000Z,2012-04-09T22:00:00.000Z,2012-04-23T22:00:00.000Z,2012-04-23T22:00:00.000Z,4011,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVP,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CA9ED,73H,40293,null,2012-04-05T22:00:00.000Z,2012-04-13T22:00:00.000Z,2012-04-26T22:00:00.000Z,2012-04-26T22:00:00.000Z,4017,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVR,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CAA57,73H,40295,null,2012-08-12T22:00:00.000Z,2012-08-19T22:00:00.000Z,2019-09-17T22:00:00.000Z,2012-09-17T22:00:00.000Z,4166,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVS,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CAA58,73H,40313,null,2012-08-14T22:00:00.000Z,2012-08-26T22:00:00.000Z,2012-09-16T22:00:00.000Z,2012-09-16T22:00:00.000Z,4169,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVT,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CAA59,73H,40315,null,2012-08-19T22:00:00.000Z,2012-09-03T22:00:00.000Z,2012-09-16T22:00:00.000Z,2012-09-16T22:00:00.000Z,4174,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVV,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CAA5A,73H,40314,null,2012-09-03T22:00:00.000Z,2012-09-11T22:00:00.000Z,2012-09-24T22:00:00.000Z,2012-09-24T22:00:00.000Z,4190,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVW,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CAA5B,73H,40318,null,null,2012-09-28T22:00:00.000Z,2012-12-13T23:00:00.000Z,2012-12-13T23:00:00.000Z,4204,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVX,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CAA5C,73H,40317,null,null,2012-10-01T22:00:00.000Z,2012-12-11T23:00:00.000Z,2012-12-11T23:00:00.000Z,4211,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVY,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CAA5D,73H,40319,null,null,2012-10-04T22:00:00.000Z,2012-12-16T23:00:00.000Z,2012-12-16T23:00:00.000Z,4220,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EVZ,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CAA5E,73H,40316,null,null,2012-10-11T22:00:00.000Z,2012-12-05T23:00:00.000Z,2012-12-05T23:00:00.000Z,4227,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EXD,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CAA5F,73H,40320,null,null,2012-10-28T23:00:00.000Z,2012-12-05T23:00:00.000Z,2012-12-05T23:00:00.000Z,4240,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EXE,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CAA60,73H,40321,null,null,2012-10-29T23:00:00.000Z,2012-12-02T23:00:00.000Z,2012-12-02T23:00:00.000Z,4249,8AS,FR,null,null,2,JET,5.0,active,1.0
EI-EXF,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4CAA61,73H,40322,null,null,2012-11-15T23:00:00.000Z,2012-12-02T23:00:00.000Z,2012-12-02T23:00:00.000Z,4261,8AS,FR,null,null,2,JET,4.0,active,1.0
EI-SEV,Boeing 737 NG,B737-700,737,B737-73SWIN.,4CA4B1,73W,29078,null,null,1999-01-11T23:00:00.000Z,1999-04-14T22:00:00.000Z,2015-06-04T22:00:00.000Z,0187,73S,FR,null,Wells Fargo Bank Northwest NA Trustee,2,JET,18.0,active,1.0
YL-BBC,Airbus A318/A319/A32,A320-200,A320,A320-211,502C26,320,0142,F-WWDI,0000-00-00,1990-11-08T23:00:00.000Z,1991-01-28T23:00:00.000Z,2015-06-30T22:00:00.000Z,null,211,FR,null,Ensor Aircraft Leasing,2,JET,26.0,inactive,null
YL-LCM,Airbus A318/A319/A32,A320-200,A320,A320-211,502C9C,320,0244,null,0000-00-00,1991-09-04T22:00:00.000Z,1991-11-20T23:00:00.000Z,2015-03-28T23:00:00.000Z,null,211,FR,null,ALS Irish Leasing MSN 244 Ltd,2,JET,26.0,inactive,null
JA02RJ,Bombardier CRJ-100/2,CL-600-2B19,Regional-Jet,CRJ100ER,8409EC,CR1,7033,null,1993-11-02T23:00:00.000Z,0000-00-00,1994-04-05T22:00:00.000Z,2000-11-27T23:00:00.000Z,null,100LR,FW,null,ANA Group,2,JET,2016.0,active,null
JA03RJ,Bombardier CRJ-100/2,CL-600-2B19,Regional-Jet,CRJ200ER,840D80,CR2,7624,null,2000-02-01T23:00:00.000Z,2000-02-01T23:00:00.000Z,2002-03-17T23:00:00.000Z,2002-03-17T23:00:00.000Z,null,200ER,FW,null,ANA Group,2,JET,17.0,active,null
JA04RJ,Bombardier CRJ-100/2,CL-600-2B19,Regional-Jet,CRJ200ER,841114,CR2,7798,null,2000-03-04T23:00:00.000Z,2000-03-05T23:00:00.000Z,2003-06-17T22:00:00.000Z,2003-06-17T22:00:00.000Z,null,200ER,FW,null,ANA Group,2,JET,17.0,active,null
JA05RJ,Bombardier CRJ-700,CL-600-2C10,Regional-Jet,CRJ700 Srs 702,8414A8,CR7,10279,null,2000-09-05T22:00:00.000Z,2000-09-05T22:00:00.000Z,2009-07-02T22:00:00.000Z,2009-07-02T22:00:00.000Z,null,700,FW,null,ANA Group,2,JET,17.0,active,null
JA06RJ,Bombardier CRJ-700,CL-600-2C10,Regional-Jet,CRJ700 Srs 702ER,84183C,CR7,10303,null,2000-10-03T22:00:00.000Z,2010-04-28T22:00:00.000Z,2010-05-31T22:00:00.000Z,2010-05-31T22:00:00.000Z,null,700,FW,null,ANA Group,2,JET,7.0,active,null
JA07RJ,Bombardier CRJ-700,CL-600-2C10,Regional-Jet,CRJ700 Srs 702ER,841BD0,CR7,10327,null,null,null,2011-07-10T22:00:00.000Z,2000-11-06T23:00:00.000Z,null,700,FW,null,Kogin Lease,2,JET,null,active,null
JA08RJ,Bombardier CRJ-700,CL-600-2C10,Regional-Jet,CRJ700 Srs 702ER,841F64,CR7,10333,null,null,null,null,2012-05-27T22:00:00.000Z,null,700,FW,null,ANA Group,2,JET,null,active,null
JA09RJ,Bombardier CRJ-700,CL-600-2C10,Regional-Jet,CRJ700 Srs 702ER,8422F8,CR7,10334,null,null,null,2013-02-22T23:00:00.000Z,2013-02-22T23:00:00.000Z,null,700,FW,null,ANA Group,2,JET,null,active,null
JA10RJ,Bombardier CRJ-700,CL-600-2C10,Regional-Jet,CRJ700 Srs 702ER,845C8C,CR7,10340,null,2014-03-31T22:00:00.000Z,null,null,2014-10-03T22:00:00.000Z,null,700,FW,null,ANA Group,2,JET,null,active,null
N10060,McDonnell Douglas DC,DC-10-10,DC-10,MD-10-10(F),A007F7,D1X,46970,N1002D,1979-01-11T23:00:00.000Z,0000-00-00,1979-02-26T23:00:00.000Z,1994-11-04T23:00:00.000Z,269,10F,FX,null,Federal Express Corp,3,JET,2016.0,active,null
N101FE,Boeing 727,B727-100,767,B727-022C,A008ED,72B,42706,null,null,2013-07-27T22:00:00.000Z,2013-09-03T22:00:00.000Z,2013-07-30T22:00:00.000Z,1058,3S2FER,FX,null,Federal Express Corp,2,JET,4.0,inactive,null
N102FE,Boeing 727,B727-100,767,B727-022C,A00CA4,72B,42707,null,null,2013-09-07T22:00:00.000Z,2013-10-02T22:00:00.000Z,2013-08-20T22:00:00.000Z,1061,3S2FER,FX,null,Federal Express Corp,2,JET,4.0,inactive,null
N103FE,Boeing 727,B727-100,767,B727-022C,A0105B,72B,43544,null,null,2013-10-27T23:00:00.000Z,2013-11-17T23:00:00.000Z,0000-00-00,1063,3S2FER,FX,null,Federal Express Corp,2,JET,4.0,inactive,null
N104FE,Boeing 727,B727-100,767,B727-022C,A01412,72B,42708,null,null,2013-11-20T23:00:00.000Z,2013-12-10T23:00:00.000Z,2013-12-10T23:00:00.000Z,1064,3S2FER,FX,null,Federal Express Corp,2,JET,3.0,inactive,null
N106FE,Boeing 727,B727-100,767,B727-022C,A01B80,72B,42709,null,null,2014-08-14T22:00:00.000Z,2014-09-04T22:00:00.000Z,2014-09-04T22:00:00.000Z,1070,3S2FER,FX,null,Federal Express Corp,2,JET,3.0,inactive,null
N107FE,Boeing 727,B727-100,767,B727-022C,A01F37,72B,44377,null,null,2014-09-18T22:00:00.000Z,2014-09-25T22:00:00.000Z,2014-08-04T22:00:00.000Z,1071,3S2FER,FX,null,Federal Express Corp,2,JET,3.0,inactive,null
N110FE,Boeing 767,B767-300,767,B767-3S2(F),A02CB5,76Y,43542,null,null,2014-11-23T23:00:00.000Z,2014-12-04T23:00:00.000Z,2014-12-04T23:00:00.000Z,1074,3S2FER,FX,null,Federal Express Corp,2,JET,2.0,active,null
N112FE,Boeing 767,B767-300,767,B767-3S2(F),A03423,76Y,43543,null,null,2015-01-01T23:00:00.000Z,2015-01-11T23:00:00.000Z,2015-01-11T23:00:00.000Z,1075,3S2FER,FX,null,Federal Express Corp,2,JET,2.0,active,null
N113FE,Boeing 727,B727-100,767,B727-022C,A037DA,72B,42711,null,null,2015-01-08T23:00:00.000Z,2015-01-28T23:00:00.000Z,2015-01-28T23:00:00.000Z,1076,3S2FER,FX,null,Federal Express Corp,2,JET,2.0,inactive,null
N114FE,Boeing 727,B727-100,767,B727-024C,A03B91,72B,42712,null,null,2015-02-02T23:00:00.000Z,2015-02-17T23:00:00.000Z,2015-02-17T23:00:00.000Z,1077,3S2FER,FX,null,Federal Express Corp,2,JET,2.0,inactive,null
N115FE,Boeing 727,B727-100,767,B727-116C,A03F48,72B,42713,null,null,2015-02-24T23:00:00.000Z,2015-03-05T23:00:00.000Z,2015-03-05T23:00:00.000Z,1078,3S2FER,FX,null,Federal Express Corp,2,JET,2.0,inactive,null
N117FE,Boeing 727,B727-100,767,B727-025C,A046B6,72B,44379,null,null,2015-03-12T23:00:00.000Z,2015-03-19T23:00:00.000Z,2015-03-19T23:00:00.000Z,1079,3S2FER,FX,null,Federal Express Corp,2,JET,2.0,inactive,null
N118FE,Boeing 727,B727-100,767,B727-025C,A04A6D,72B,42714,null,null,2015-04-02T22:00:00.000Z,2015-04-09T22:00:00.000Z,2015-04-09T22:00:00.000Z,1080,3S2FER,FX,null,Federal Express Corp,2,JET,2.0,inactive,null
N120FE,Boeing 727,B727-100,767,B727-025C,A05434,72B,44380,null,null,2015-04-26T22:00:00.000Z,2015-05-03T22:00:00.000Z,2015-05-03T22:00:00.000Z,1081,3S2FER,FX,null,Federal Express Corp,2,JET,2.0,inactive,null
N121FE,Boeing 767,B767-300,767,B767-3S2(F),A057EB,76Y,43545,null,null,2015-05-18T22:00:00.000Z,2015-05-31T22:00:00.000Z,2015-05-31T22:00:00.000Z,1082,3S2F,FX,null,Federal Express Corp,2,JET,2.0,active,null
N124FE,Boeing 727,B727-100,767,B727-025C,A06310,72B,43546,null,null,2015-06-03T22:00:00.000Z,2015-07-01T22:00:00.000Z,2015-07-01T22:00:00.000Z,1084,3S2F,FX,null,Federal Express Corp,2,JET,2.0,inactive,null
N127FE,Boeing 767,B767-300,767,B767-3S2(F),A06E35,76Y,43547,null,null,2015-09-17T22:00:00.000Z,2015-09-28T22:00:00.000Z,2015-09-28T22:00:00.000Z,1088,3S2F,FX,null,Federal Express Corp,2,JET,2.0,active,null
N128FE,Boeing 727,B727-100,767,B727-025C,A071EC,72B,42719,null,null,null,null,null,null,3S2FER,FX,null,Federal Express Corp,2,JET,null,inactive,null
N129FE,Boeing 767,B767-300,767,B767-3S2(F),A075A3,76Y,43548,null,null,null,null,null,null,3S2F,FX,null,Federal Express Corp,2,JET,null,inactive,null
N279FE,Boeing 727,B727-200,727,B727-233Adv. (F),A2C86D,72Y,22346,null,1980-12-04T23:00:00.000Z,1981-01-07T23:00:00.000Z,1981-01-21T23:00:00.000Z,1991-12-03T23:00:00.000Z,1704,233F,FX,null,Federal Express Corp,3,JET,36.0,inactive,null
N297FE,Boeing 767,B767-300,767,B767-32L(ERF) WIN.,A30FFD,76V,41068,null,2012-04-07T22:00:00.000Z,2012-05-01T22:00:00.000Z,2012-05-20T22:00:00.000Z,2015-02-09T23:00:00.000Z,1027,32LF,FX,null,Federal Express Corp,2,JET,5.0,active,null
N298FE,Boeing 767,B767-300,767,B767-32L(ERF) WIN.,A313B4,76V,41069,null,2012-06-15T22:00:00.000Z,2012-07-14T22:00:00.000Z,2012-07-24T22:00:00.000Z,2015-02-09T23:00:00.000Z,1032,32LF,FX,null,Azerbaijan Airlines,2,JET,5.0,active,null
N303FE,McDonnell Douglas DC,DC-10-30,DC-10,MD-10-30(F),A32AF9,D1Y,46802,null,1973-06-10T23:00:00.000Z,0000-00-00,1973-07-01T23:00:00.000Z,1984-02-28T23:00:00.000Z,110,30F,FX,null,Federal Express Corp,3,JET,2016.0,active,null
N304FE,McDonnell Douglas DC,DC-10-30,DC-10,MD-10-30(F),A32EB0,D1Y,46992,null,1978-07-11T22:00:00.000Z,1978-08-03T22:00:00.000Z,1978-09-07T22:00:00.000Z,1984-05-03T22:00:00.000Z,257,30CF,FX,null,Federal Express Corp,3,JET,39.0,active,null
N306FE,McDonnell Douglas DC,DC-10-30,DC-10,MD-10-30(F),A3361E,D1Y,48287,null,1985-11-04T23:00:00.000Z,1985-12-05T23:00:00.000Z,1986-01-23T23:00:00.000Z,1986-01-23T23:00:00.000Z,409,30F,FX,null,Federal Express Corp,3,JET,31.0,active,null
N307FE,McDonnell Douglas DC,DC-10-30,MD-10,MD-10-30(F),A339D5,D1Y,48291,null,1986-01-29T23:00:00.000Z,0000-00-00,1986-03-06T23:00:00.000Z,1986-03-06T23:00:00.000Z,412,30F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N308FE,McDonnell Douglas DC,DC-10-30,MD-10,MD-10-30(F),A33D8C,D1Y,48297,null,1986-04-17T22:00:00.000Z,1986-05-06T22:00:00.000Z,1986-05-27T22:00:00.000Z,1986-05-27T22:00:00.000Z,416,30F,FX,null,Federal Express Corp,2,null,31.0,active,null
N311FE,McDonnell Douglas DC,DC-10-30,DC-10,MD-10-30(F),A34B0A,D1Y,46871,null,1975-11-25T23:00:00.000Z,1975-12-13T23:00:00.000Z,1976-01-22T23:00:00.000Z,1985-12-22T23:00:00.000Z,219,30F,FX,null,Wilmington Trust Company,3,JET,41.0,active,null
N313FE,McDonnell Douglas DC,DC-10-30,MD-10,MD-10-30(F),A35278,D1Y,48311,null,1988-05-01T22:00:00.000Z,0000-00-00,1988-05-27T22:00:00.000Z,1988-05-27T22:00:00.000Z,440,30F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N315FE,McDonnell Douglas DC,DC-10-30,MD-10,MD-10-30(F),A359E6,D1Y,48313,null,1988-08-28T22:00:00.000Z,0000-00-00,1988-09-28T23:00:00.000Z,1988-09-28T23:00:00.000Z,443,30F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N316FE,McDonnell Douglas DC,DC-10-30,MD-10,MD-10-30(F),A35D9D,D1Y,48314,null,1988-09-26T23:00:00.000Z,0000-00-00,1988-10-27T23:00:00.000Z,1988-10-27T23:00:00.000Z,444,30F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N318FE,McDonnell Douglas DC,DC-10-30,MD-10,MD-10-30(F),A3650B,D1Y,46837,null,1979-05-03T22:00:00.000Z,0000-00-00,1979-05-28T22:00:00.000Z,1994-07-04T22:00:00.000Z,282,30CF,FX,null,Federal Express Corp,2,null,2016.0,active,null
N319FE,McDonnell Douglas DC,DC-10-30,MD-10,MD-10-30(F),A368C2,D1Y,47820,null,1980-04-02T23:00:00.000Z,0000-00-00,1980-05-13T22:00:00.000Z,1994-09-01T22:00:00.000Z,317,30F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N320FE,McDonnell Douglas DC,DC-10-30,DC-10,MD-10-30(F),A36ED2,D1Y,47835,null,1980-06-08T22:00:00.000Z,0000-00-00,1980-07-08T22:00:00.000Z,1992-02-19T23:00:00.000Z,326,30F,FX,null,Wells Fargo Bank Northwest NA Trustee,3,JET,2016.0,active,null
N321FE,McDonnell Douglas DC,DC-10-30,DC-10,MD-10-30(F),A37289,D1Y,47836,null,1980-07-14T22:00:00.000Z,1980-07-27T22:00:00.000Z,1980-08-13T22:00:00.000Z,1992-06-30T22:00:00.000Z,330,30F,FX,null,Wells Fargo Bank Northwest NA Trustee,3,JET,37.0,active,null
N357FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A3FF50,D1X,46939,null,1975-04-28T23:00:00.000Z,0000-00-00,1975-06-02T23:00:00.000Z,2000-11-28T23:00:00.000Z,203,10F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N358FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A40307,D1X,46633,null,1979-08-13T22:00:00.000Z,1979-12-17T23:00:00.000Z,1980-02-14T23:00:00.000Z,2001-12-01T23:00:00.000Z,297,10F,FX,null,Federal Express Corp,2,null,37.0,active,null
N359FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A406BE,D1X,46635,null,1979-11-07T23:00:00.000Z,1980-01-08T23:00:00.000Z,1980-02-27T23:00:00.000Z,2001-10-01T22:00:00.000Z,307,10F,FX,null,Federal Express Corp,2,null,37.0,active,null
N360FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A40CCE,D1X,46636,null,1979-11-27T23:00:00.000Z,1980-02-13T23:00:00.000Z,1980-03-13T23:00:00.000Z,2001-08-29T22:00:00.000Z,309,10F,FX,null,Federal Express Corp,2,null,37.0,active,null
N361FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A41085,D1X,48260,null,1980-10-08T23:00:00.000Z,0000-00-00,1981-04-08T22:00:00.000Z,2001-12-26T23:00:00.000Z,344,10F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N362FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A4143C,D1X,48261,null,1980-11-12T23:00:00.000Z,0000-00-00,1981-04-23T22:00:00.000Z,2001-12-30T23:00:00.000Z,347,10F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N363FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A417F3,D1X,48263,null,1981-01-29T23:00:00.000Z,0000-00-00,1981-05-21T22:00:00.000Z,2000-12-18T23:00:00.000Z,353,10F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N365FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A41F61,D1X,46601,null,1971-03-07T23:00:00.000Z,1971-06-22T23:00:00.000Z,1971-07-28T23:00:00.000Z,1997-11-05T23:00:00.000Z,006,10F,FX,null,Federal Express Corp,2,null,46.0,active,null
N366FE,McDonnell Douglas DC,DC-10-10,DC-10,MD-10-10(F),A42318,D1X,46602,null,1971-05-18T23:00:00.000Z,1971-06-16T23:00:00.000Z,1971-07-28T23:00:00.000Z,1997-09-25T22:00:00.000Z,008,10F,FX,null,Federal Express Corp,3,JET,46.0,inactive,null
N368FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A42A86,D1X,46606,null,1971-09-02T23:00:00.000Z,1971-10-21T23:00:00.000Z,1971-12-19T23:00:00.000Z,1997-08-20T22:00:00.000Z,017,10F,FX,null,Federal Express Corp,2,null,46.0,active,null
N370FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A4344D,D1X,46608,null,1972-02-01T23:00:00.000Z,1972-02-13T23:00:00.000Z,1972-02-28T23:00:00.000Z,1997-08-20T22:00:00.000Z,026,10F,FX,null,Federal Express Corp,2,null,45.0,active,null
N372FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A43BBB,D1X,46610,null,1972-03-02T23:00:00.000Z,1972-03-27T23:00:00.000Z,1972-04-23T23:00:00.000Z,1998-09-23T22:00:00.000Z,032,10F,FX,null,Federal Express Corp,2,null,45.0,active,null
N373FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A43F72,D1X,46611,null,1972-03-19T23:00:00.000Z,1972-04-05T23:00:00.000Z,1972-04-26T23:00:00.000Z,1997-12-17T23:00:00.000Z,035,10F,FX,null,Federal Express Corp,2,null,45.0,active,null
N375FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A446E0,D1X,46613,null,1972-05-05T23:00:00.000Z,1972-05-18T23:00:00.000Z,1972-06-22T23:00:00.000Z,1998-03-09T23:00:00.000Z,042,10F,FX,null,Federal Express Corp,2,null,45.0,active,null
N381FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A45F83,D1X,46615,null,1972-11-30T23:00:00.000Z,1973-01-08T23:00:00.000Z,1973-01-29T23:00:00.000Z,1999-03-10T23:00:00.000Z,076,10F,FX,null,Federal Express Corp,2,null,44.0,active,null
N383FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A466F1,D1X,46616,null,1973-02-02T23:00:00.000Z,1973-02-26T23:00:00.000Z,1973-03-21T23:00:00.000Z,1999-03-10T23:00:00.000Z,086,10F,FX,null,Federal Express Corp,2,null,44.0,active,null
N385FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A46E5F,D1X,46619,null,1973-08-02T23:00:00.000Z,1973-11-16T23:00:00.000Z,1974-02-21T23:00:00.000Z,1997-07-17T22:00:00.000Z,119,10F,FX,null,Federal Express Corp,2,null,43.0,active,null
N389FE,McDonnell Douglas DC,DC-10-10,DC-10,MD-10-10(F),A47D3B,D1X,46623,null,1974-04-21T23:00:00.000Z,1974-05-15T23:00:00.000Z,1974-06-18T23:00:00.000Z,1998-11-04T23:00:00.000Z,154,10F,FX,null,Federal Express Corp,3,JET,43.0,active,null
N390FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A4834B,D1X,46624,null,1974-04-28T23:00:00.000Z,1974-05-16T23:00:00.000Z,1974-06-25T23:00:00.000Z,1997-02-12T23:00:00.000Z,155,10F,FX,null,Federal Express Corp,2,null,43.0,active,null
N394FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A49227,D1X,46628,null,1975-06-19T23:00:00.000Z,1975-07-05T23:00:00.000Z,1975-07-23T23:00:00.000Z,2001-08-12T22:00:00.000Z,207,10F,FX,null,Federal Express Corp,2,null,42.0,active,null
N396FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A49995,D1X,46630,null,1975-07-10T23:00:00.000Z,1975-07-31T23:00:00.000Z,1975-08-19T23:00:00.000Z,1999-05-26T22:00:00.000Z,209,10F,FX,null,Federal Express Corp,2,null,42.0,active,null
N40061,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A4AFE5,D1X,46973,null,1979-02-07T23:00:00.000Z,0000-00-00,1979-03-20T23:00:00.000Z,1994-11-01T23:00:00.000Z,272,10F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N423FE,Airbus A300/A310,A310-200,A310,A310-203(F),A50746,31X,281,F-WZET,0000-00-00,1983-10-12T23:00:00.000Z,1984-03-14T23:00:00.000Z,1995-11-01T23:00:00.000Z,null,203F,FX,null,Federal Express Corp,2,JET,34.0,active,null
